,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bench,1.0618447,1.4359623,0.6766204,1.2548475,1.4294134,1.4110852,1.0418355,0.572761,0.39899838,1.2409675,0.0,0.75781226,1.1104499,0.55753726,0.9984555,0.99259126,1.4140522,1.2038555,0.82698846,1.4149024,1.0710928,1.1586574,1.1483585,0.8384659,1.3335814,0.68171924,0.30720615,0.8979005,1.4225748,0.6204388,0.8730992,1.2060109,0.93877435,1.1481525,1.2570866,0.30865586,0.94071174,1.451752,0.4007737,1.3576316,1.1965231,1.0950193,1.2783926,0.6308195,0.6939512,0.7484139,1.2230338,1.300407,0.81787026,1.3019753,0.9365399,1.2536395,1.1089079,1.4278522,1.493234,1.0899736,1.2658684,1.2522521,0.7654632,1.3583937,0.99408054,0.79368913,1.3328726,0.883744,0.98411274,0.9504666,1.1271567,1.1255704,0.78120327,0.5697702,1.0944207,0.5366192,1.2775909,0.6693859,1.3134322,0.9902204,0.9503733,0.99976933,0.9114692,0.807286,1.1149551,0.9355347,1.4035916,1.1427914,1.384202,1.1778263,1.2991233,0.6847633,0.91015166,0.64011276,0.5287218,0.8353435,1.457895,1.4056169,1.3332924,0.62954247,0.92239314,1.3254635,1.413521,1.16436,0.9968504,1.1010578,0.59652853,1.225739,1.0844109,0.7094407,1.4217724,0.7859793,0.63769656,1.5197245,0.6923711,0.913136,0.5599234,0.75568634,0.729205,0.75920093,0.91442883,1.4058892,0.7951435,0.84739095,1.18055,1.4518272,0.9511707,1.5160546,0.7219025,0.56625783,0.40913892,1.4192041,1.3059819,1.0713048,0.99098784,1.0637263,1.4777477,0.90021265,0.9191561,0.74150455,0.97539496,1.3767157,0.7665478
bib,0.89424866,1.3445948,0.6758297,1.1263877,1.238524,1.3676345,1.1494334,0.68594867,0.5213888,1.4242055,0.75781226,0.0,0.94694924,0.437254,0.64150417,0.6005094,1.4065716,1.217878,0.7472824,1.4489765,1.2895437,1.2910328,1.4709463,0.92871594,1.3590683,0.82094884,0.9527584,0.9529602,1.1278564,0.819752,0.73126066,1.1515813,1.0041146,1.2063098,1.1616148,0.7383304,1.1186271,1.4348191,0.61481005,1.4566933,1.0446028,1.1745973,1.1370777,0.9677095,0.97638106,0.6655908,1.3234713,1.1879108,0.7259764,1.3714788,0.755705,1.3040888,0.75163746,1.3546265,1.320252,1.1117634,1.4625808,0.9189718,0.7476096,1.4245098,0.95469415,0.9067784,1.1836764,0.85551345,0.85261637,0.9545057,0.9097009,0.88421136,0.96460074,0.5754156,0.9727724,0.6522018,1.3428981,0.97825515,1.2510455,1.172992,0.94136196,1.1407927,0.7883945,0.97922444,1.304179,1.0308194,1.3509865,1.2072011,1.3930498,1.1767886,0.961716,0.94932413,0.48708332,0.4154886,0.76128334,0.27505147,1.4250405,1.4328654,1.3277233,0.93547285,0.740546,1.2963722,1.4405274,1.0499107,0.92654693,1.0862819,0.72261035,1.241331,1.0574613,0.93312037,1.1278633,0.70656574,0.7315197,1.2874466,0.5328321,0.86197066,0.7627722,1.1288202,1.200208,1.0432124,0.60346425,1.5272095,0.7924168,0.91265565,1.3382635,1.4529498,1.1243818,1.3926165,0.72266865,0.584999,0.53342897,1.2765448,1.3878877,1.1812935,0.9629028,1.3665713,1.2347342,0.83442336,0.7897336,0.96196365,1.3552209,1.3949689,0.99864966
bird,0.59832656,1.144827,0.9781217,1.1065321,1.1279838,1.0684798,1.1861773,0.9863116,1.0377254,1.1774626,1.1104499,0.94694924,0.0,0.98830765,0.9228995,1.0865103,1.221624,1.2065641,1.0907797,1.1907792,1.0555038,1.2480198,1.2447168,0.49361408,1.0856063,0.7108321,1.2211359,1.1107852,0.9911994,0.93593764,1.0492567,0.9990941,1.1356046,1.1343209,1.1435963,1.0408762,1.1693006,1.1704435,1.008158,1.2803223,0.76973045,0.8828581,0.91123676,0.97547734,1.0600096,1.1171631,1.1103284,1.1346483,0.9052503,0.90842366,0.84981644,1.0999929,0.6689297,0.74500793,1.0345055,0.95853364,1.0610124,0.7069093,0.7956179,1.1259401,0.809605,1.0150052,0.95224684,0.95425594,1.002286,0.8972061,1.0905265,0.91875976,0.9560581,1.0314863,1.0726507,1.0229589,1.0342369,1.136618,1.0877857,1.0751319,0.84477705,0.9070168,0.8205567,0.63828266,1.1566064,0.9757581,1.1237553,1.1737547,1.2120725,1.0725371,1.0867567,1.1304586,0.90032345,0.9671568,1.0797073,0.95106286,1.1083317,1.1175274,1.0647951,1.1048857,0.89737886,1.1122032,1.1589494,0.7414151,1.0126686,1.0936415,1.0120881,1.1183083,1.0398581,1.0900958,0.7621043,1.0076115,0.9301185,0.8993987,0.96955305,0.8576201,1.0042393,1.2130452,0.987562,1.0418446,0.9304291,1.1437427,0.87993574,1.1279831,1.2109157,1.026582,1.0011183,1.1287706,0.83420575,0.99970615,1.0108001,1.1662319,1.142982,0.72293603,0.77687407,1.1350541,1.0857072,1.0962772,0.9856401,0.5794387,1.2257991,1.1938778,1.0273641
blanket,0.8378773,1.3519144,0.6741792,0.9961972,1.1734726,1.3725656,1.0570339,0.5500508,0.24922848,1.3747907,0.55753726,0.437254,0.98830765,0.0,0.6608137,0.69223976,1.5047078,1.1728234,0.6619053,1.4875686,1.2678388,1.1672705,1.4242147,0.86506474,1.3519739,0.84715813,0.7578472,0.9056902,1.2510095,0.7551236,0.83495694,1.1459,0.9541502,1.204572,1.092198,0.5845418,1.0463889,1.4188707,0.37588775,1.5219814,1.0193098,1.250235,1.2645959,0.8598634,0.83299553,0.71151173,1.3318725,1.1935921,0.7874116,1.3779308,0.902629,1.3971312,0.8691311,1.3142327,1.4885406,1.2339644,1.5126833,0.89464927,0.7449533,1.5069559,0.8415773,0.9744546,1.111701,0.9976196,0.8242229,1.0262581,1.0277445,1.0508442,0.96078783,0.51707083,1.0586782,0.59219295,1.3365211,0.96235245,1.323637,1.1937063,0.9481927,1.021554,0.7000389,0.79467756,1.3557074,1.1320409,1.4735932,1.0874435,1.5323217,1.2568744,1.181087,0.91433245,0.6972049,0.34165072,0.73245096,0.5755476,1.435691,1.425116,1.3098569,0.40478182,0.665528,1.4477358,1.4492157,1.1222706,0.89738667,1.0886756,0.5677131,1.2163259,1.1120098,0.9362001,1.3392687,0.7584379,0.78030884,1.3426411,0.6563524,0.69171727,0.7213676,1.1556972,1.0408895,0.9206882,0.42260373,1.4785732,0.77745533,0.8334218,1.3267843,1.4761491,1.0992732,1.4915794,0.5190168,0.6328905,0.52207196,1.2174916,1.485385,1.1468213,0.81999964,1.0948061,1.1441771,0.77739596,0.8908527,0.8914105,1.273911,1.4930348,0.9398357
boat,0.6714568,1.1335714,0.9454454,1.0120071,1.0607972,1.1387464,1.1819826,0.8446264,0.7545897,1.1315012,0.9984555,0.64150417,0.9228995,0.6608137,0.0,0.62082726,1.3109863,1.2228476,0.732701,1.2440673,1.1757923,1.2042613,1.3394495,0.9014603,1.0572741,0.9695654,1.0691303,1.0009602,0.9472625,0.93525016,0.9068981,1.1172513,1.0895294,1.0988209,1.0564156,1.0014406,1.1205722,1.1401415,0.84503984,1.3471547,0.9761834,1.2033731,1.1600156,1.00731,0.98182505,0.874279,1.02844,1.1656387,0.8952094,1.1182553,0.8117052,1.1807032,0.5840617,1.0024616,1.2507831,1.0995759,1.262779,0.63605237,0.92182386,1.2099459,1.0202177,1.036388,0.89429677,0.96225655,0.9267644,0.98120487,0.97529674,0.9564937,1.0261834,0.82881063,1.1605988,0.8775485,1.17851,1.049095,1.1649141,1.0935827,1.0578974,0.95160884,0.9032116,0.88008434,1.1070507,1.0551049,1.1970682,1.3301853,1.1877481,1.0843307,0.93399787,1.0845282,0.6497475,0.78146267,0.9375463,0.6475979,1.1681468,1.121601,1.0211886,1.017355,0.8111663,1.1597008,1.1424965,0.97383344,1.0255337,1.1718698,1.0099971,1.2243751,1.0470243,1.0380242,1.1240393,0.97284967,0.9308146,0.9692388,0.87532294,0.86551154,0.9425483,1.2160358,1.1276445,1.0174052,0.69062585,1.2136207,0.9387283,1.1855707,1.099736,1.1239222,1.1037271,1.1877856,0.9654827,0.8549564,0.838916,1.080973,1.240795,1.018198,0.8779341,1.3217475,0.9506513,0.73800164,0.9228448,0.9531815,1.2889249,1.1964645,1.2058059
book,0.7717267,1.0697248,1.0441351,0.9759387,0.951295,1.1774783,0.83222413,0.9588517,0.8171097,1.0907606,0.99259126,0.6005094,1.0865103,0.69223976,0.62082726,0.0,1.0023522,0.8647338,0.3681171,1.1405089,1.2920473,0.92946833,1.1785747,1.0771651,1.1774011,1.2799224,1.0071653,0.8888465,0.8093257,1.1785122,1.1021187,1.0580662,0.86191297,0.9836939,0.9536353,1.0597519,0.9903159,0.9807294,0.84053713,1.027143,0.90881044,1.108815,1.0626531,1.1370924,0.8798864,0.8027207,1.2205399,1.1168964,1.1652979,1.2569872,0.97845113,1.173638,0.9315758,1.0452919,1.0342616,1.273679,1.0389127,0.69012964,0.8736153,1.2501518,0.93779135,1.1529285,0.61997324,1.1262059,0.90236497,1.0723298,1.0578365,0.9482176,1.0582794,1.0856258,0.98361397,1.0611002,0.8538144,0.886073,1.0090886,1.1159025,0.96138626,1.1634908,0.85690266,0.98675156,1.168871,1.2121038,1.1845235,1.0162501,1.1929368,1.1086179,1.0254024,0.9447739,0.7753299,0.94328785,1.1515722,0.2763856,0.94833916,0.94916767,1.1274874,0.90622425,0.76762867,0.94529754,0.8970389,0.89380044,1.0391098,1.1654091,0.91940814,0.90968955,1.0630475,1.0077323,0.8706481,1.0141141,1.1407123,0.9195849,1.0854703,0.79108244,1.1952024,0.9876552,1.2666128,0.9999191,0.9006837,1.1646821,1.0829846,0.9391773,1.0384923,0.976575,1.2106605,1.1748465,0.92644066,1.0731387,0.8821115,0.94975483,1.271853,1.2099408,0.90521437,0.9746884,0.7360047,0.59353584,0.967984,1.1716185,1.0389787,1.1863054,1.1670028
bottle,1.1686116,0.5940016,1.4088815,0.88658357,0.6018081,0.6037487,0.66237736,1.3767592,1.4309541,0.68675375,1.4140522,1.4065716,1.221624,1.5047078,1.3109863,1.0023522,0.0,0.6120517,1.1277059,0.45616663,0.8203044,0.5555122,0.40731293,1.1927121,0.8268584,1.3512437,1.1388853,1.1260264,0.57888734,1.2825518,1.3026633,0.8537129,1.04367,0.89588505,0.8775412,1.3505163,1.0976458,0.4778918,1.3659984,0.08009738,0.963921,0.72358876,0.5770651,1.1854751,1.2840966,1.3030516,1.0122252,0.76840603,1.27819,0.71115804,1.2382697,0.8565651,1.1715999,0.7920194,0.29072666,1.1139454,0.64397115,1.0255666,1.1524947,0.6842037,1.2048278,1.122567,0.8487731,1.2509265,1.157248,1.3728276,0.98661625,0.9167679,1.2204779,1.4618363,0.5828489,1.5279217,0.5215124,1.0527136,0.573581,0.9499288,1.1283791,1.1570941,1.3101656,1.2187088,0.9479903,1.2502794,0.5012038,0.57164645,0.5915743,0.9746902,0.8173709,1.0861702,1.2686267,1.4918633,1.456859,1.293124,0.46678263,0.53638786,0.79520005,1.2056322,1.1898804,0.32611346,0.33953273,0.9369589,1.1775732,1.0258558,1.2158121,0.55919,1.0439035,0.988508,0.54885393,1.1912954,1.4111797,0.54276705,1.4202812,1.1664748,1.501622,0.90061384,0.99960625,1.1029949,1.3588349,0.5196601,1.176806,1.1333042,0.6842974,0.52925825,1.1368532,0.5876791,1.2145996,1.4401511,1.3368245,0.6308522,0.7802577,1.1236564,1.2537935,0.626289,0.51665616,1.2241973,1.0138158,1.2424945,0.5605819,0.60417557,1.0000302
bowl,1.1996789,0.7263573,1.2537168,0.89200526,0.6676588,0.91217154,0.3550564,0.89383304,1.2026027,0.86312354,1.2038555,1.217878,1.2065641,1.1728234,1.2228476,0.8647338,0.6120517,0.0,0.70616555,0.7512223,1.0980282,0.3284244,0.69828004,1.2210679,0.96895033,1.3711019,1.0225152,0.8042464,0.7424201,1.328509,1.2114693,0.80458,0.9231973,0.84012777,0.8257692,1.1912649,0.93195933,0.8106928,1.1092447,0.5749707,0.7393824,0.97325146,0.86372995,1.2388856,0.84054935,1.0697217,1.0118047,0.84014523,1.259506,0.9860543,1.3073478,1.0415393,1.2347661,1.0636363,0.76535505,1.1134202,0.7794941,1.0603757,0.9924576,0.9969622,0.9597587,1.154382,0.8725944,1.3607532,0.95343447,1.2152393,1.0111476,1.0018787,1.0289514,1.3466969,0.75281906,1.3109148,0.58936846,0.9456047,0.80665267,1.0580667,1.0711693,1.0512769,1.1015998,1.1335115,1.0967525,1.1521965,0.94421303,0.5390589,0.9248251,1.0192469,1.1259964,0.9942441,1.2891408,1.315772,1.3055588,1.1123908,0.7860012,0.80307764,0.91894376,0.9831383,1.0121069,0.88015294,0.43907422,0.9642123,0.9560321,0.99587125,0.9137243,0.58696574,1.0570204,1.0401355,0.821306,1.1609612,1.3276577,0.73574495,1.3373183,0.8819968,1.3193694,0.82973087,1.1984289,0.63885456,1.167428,0.81642705,1.2027941,0.92445207,0.90415835,0.6632335,1.193558,0.766696,1.0550418,1.3589965,1.1189361,0.5375896,1.050425,1.171493,1.1868944,0.64072406,0.70398206,0.61566585,1.0307515,1.2303848,0.7679237,0.9763623,1.1124581
box,0.8218487,1.1723992,0.97705734,0.95436335,1.0211248,1.3116449,0.63710886,0.7150029,0.6896232,1.2154179,0.82698846,0.7472824,1.0907797,0.6619053,0.732701,0.3681171,1.1277059,0.70616555,0.0,1.3307233,1.2778394,0.6506602,1.1340597,0.9976146,1.3000377,1.222879,0.82508725,0.78338194,0.9281173,1.0096676,1.0637997,1.0595833,0.8524332,1.0097246,1.0369145,0.8875862,0.9831534,1.1794244,0.5939106,1.1543678,0.7982086,1.2049124,1.1325234,0.9095385,0.538162,0.8095505,1.2545683,1.2367208,1.169328,1.3118792,1.0462948,1.3083956,0.95937496,1.2573204,1.2292262,1.2687747,1.179977,0.8155861,0.6287473,1.4244015,0.8968618,1.1186967,0.69724625,1.1618782,0.89883447,1.0615041,1.1152742,1.0750891,0.9200079,0.9382522,0.8574008,0.962556,1.0271306,0.68460983,1.1072754,1.1893692,0.91019917,1.0940158,0.86497307,0.89658,1.2281024,1.2234031,1.4226111,0.9428201,1.3565238,1.1732378,1.2761347,0.7262164,0.92257994,0.8699513,1.02643,0.5185842,1.1587725,1.142582,1.2653484,0.86267245,0.7487875,1.1283026,1.0584378,0.9787823,1.0046988,1.1686656,0.6114025,0.83432,1.1081207,0.75816,1.0436306,1.0139214,1.046159,1.0322033,1.01843,0.7482929,1.0754235,0.90182817,1.140003,0.8362128,0.86183167,1.3205446,1.1296023,0.8887435,1.1111196,1.1328568,1.1603771,1.3212316,0.71459645,0.9747926,0.72405195,1.010183,1.4322253,1.2111622,0.8359923,1.0448868,0.7867863,0.4098665,0.97148716,0.9987485,0.97861785,1.3653591,1.0720437
bread,1.1464245,0.55989504,1.3792338,0.93671596,0.7933694,0.26539862,0.96537,1.4772053,1.5244163,0.62403303,1.4149024,1.4489765,1.1907792,1.4875686,1.2440673,1.1405089,0.45616663,0.7512223,1.3307233,0.0,0.9853934,0.8897419,0.52617437,1.2374635,0.6219594,1.2282127,1.3162897,0.80121267,0.79701555,1.4014109,1.2319462,0.8629521,1.1671199,0.6115051,0.8780558,1.463552,0.69826865,0.5324845,1.5289456,0.42946655,1.0278809,0.6543074,0.68406236,1.3729949,1.2842073,1.2562377,0.6474146,0.75239503,1.2226353,0.6746977,1.2713346,0.76983714,1.1912653,0.65388083,0.4289875,0.96692944,0.5492287,1.0101119,1.4233793,0.5722931,1.0976963,1.087913,0.89483345,1.2672666,0.9378419,1.1741948,1.0449883,0.8935452,1.2431979,1.473138,1.0111737,1.4626268,0.6039318,1.1831964,0.8475337,0.79946303,1.0591056,0.9493388,1.3008579,1.1940607,0.7998676,0.9156601,0.507116,0.71898997,0.5377651,0.86581385,0.72440296,1.2313323,1.2888916,1.4759232,1.375601,1.4049959,0.514234,0.536704,0.4845289,1.1350131,0.9932565,0.56654245,0.3007412,0.84363616,0.90760446,0.8585038,1.4095243,0.88899803,0.97034127,1.2974939,0.69224334,1.1740983,1.3346121,0.6503365,1.4427586,1.2054203,1.3422339,1.0005966,1.1587477,1.1516529,1.3434696,0.48090994,1.2828187,1.2654787,0.6822466,0.5130304,1.062909,0.4580226,1.388247,1.4562274,1.5023491,0.73299634,0.630205,0.91199183,1.2711505,0.6832974,0.6985687,1.0988804,1.1131828,1.244383,0.9020952,0.52745324,1.1392787
broom,1.1343858,0.9890324,0.98588026,1.1000957,0.98151046,0.9547845,1.0842161,1.0246054,1.1341643,0.8704483,1.0710928,1.2895437,1.0555038,1.2678388,1.1757923,1.2920473,0.8203044,1.0980282,1.2778394,0.9853934,0.0,1.0679839,0.792826,1.070467,0.88432896,0.95962995,0.8533586,1.3293629,1.02772,0.87334245,0.97888213,1.0538423,0.94724613,1.1741374,0.9585159,0.96214324,1.1449649,0.74124074,1.086696,0.7299146,1.1383305,1.0079967,1.0134676,0.7486345,1.1378553,1.1648098,0.9598621,1.0508112,0.99910223,0.9218991,1.0840147,0.8218584,1.1830769,1.000909,0.78400606,0.859391,0.742367,1.1829109,1.1835918,0.74004257,1.2412647,0.92312366,1.1976947,0.9185744,1.2234745,1.0519319,1.058085,1.0888308,0.8804997,1.0180235,1.0816321,1.0702608,0.832453,0.9439855,0.6291895,1.022826,1.0942777,1.0201813,1.1513128,1.1713426,0.87023515,1.1479727,0.8700418,1.0997072,0.75786597,1.0664011,1.0301657,0.9869397,1.1775944,1.1848273,0.9766404,1.2899284,0.7197305,0.68738973,1.0511192,1.1123601,1.257143,0.79596734,0.93430525,1.1492839,1.2475463,0.94858134,1.0831769,0.99912995,1.0906631,0.78573316,1.0002778,1.1515522,0.9973363,0.80646133,1.0576522,1.2782766,1.0198867,0.84724957,0.5997571,0.9419417,1.1284945,0.7976681,0.819646,0.92838216,0.7388247,0.7758822,0.38337457,0.91013974,1.1388596,1.0075947,1.0806035,1.0690055,0.7872606,1.0972714,0.76912427,1.0308294,1.0606939,1.2625873,1.0461369,0.9909147,0.5093497,0.8086486,0.82666206
bucket,1.1389394,0.87941647,1.2537079,0.8558941,0.65139216,0.9194742,0.35913408,0.9479146,1.2126845,0.80490875,1.1586574,1.2910328,1.2480198,1.1672705,1.2042613,0.92946833,0.5555122,0.3284244,0.6506602,0.8897419,1.0679839,0.0,0.5121944,1.2564808,1.0307759,1.3671224,0.92638224,0.93404573,0.8131273,1.2813909,1.2453728,0.72797143,0.859636,0.856261,0.8263713,1.1495403,0.9961758,0.85424376,1.05905,0.56521297,0.83249235,0.95694965,0.77214146,1.1323133,0.90000075,1.185737,0.98506296,0.91275245,1.2436154,0.88770515,1.3182651,1.0548614,1.2820683,1.0957682,0.84040195,1.101488,0.86382735,0.9715792,0.8359721,1.0070986,0.8435546,1.1703827,0.7897403,1.282731,1.0818588,1.2030263,0.8690954,1.0550098,0.98092854,1.2750022,0.5973644,1.2073977,0.7225901,0.8433604,0.8383407,0.90615195,1.0722597,0.9447743,1.0571023,1.1589832,1.036241,1.1392237,1.0975065,0.49146116,0.90501475,1.0907696,1.2025008,0.90237623,1.3219464,1.2939627,1.1768208,1.1342686,0.85824347,0.90138054,1.0283488,0.8788856,1.1077118,0.843702,0.6207585,1.0358986,1.0347129,1.0045698,0.8250304,0.41034913,1.1517622,0.87122256,0.79531926,1.1748585,1.227158,0.75450075,1.2977958,0.69911325,1.2156824,0.7970835,1.1363498,0.72496784,1.1904945,0.77831364,1.2391146,0.9483561,0.945863,0.70788735,1.1556213,0.9015441,0.9170349,1.3203104,1.0795543,0.6735478,1.0890193,1.1873424,1.0793701,0.64877725,0.6591598,0.77847075,1.0936393,1.1793593,0.6002088,0.98734355,1.0836568
can,1.2640483,0.8478508,1.4292098,1.0731169,0.84735656,0.64715624,0.7222533,1.3870946,1.3743263,0.44513655,1.1483585,1.4709463,1.2447168,1.4242147,1.3394495,1.1785747,0.40731293,0.69828004,1.1340597,0.52617437,0.792826,0.5121944,0.0,1.2208433,0.7813973,1.1052065,0.9853329,1.2024184,0.84457606,1.29016,1.2058079,0.87127507,1.0918978,0.9727459,0.897336,1.1713398,1.0833697,0.5451188,1.2763338,0.32639253,1.0997097,0.57555693,0.60459197,1.1269534,1.1028293,1.2122958,0.73130155,0.9650161,1.2062447,0.63726354,1.3441243,0.72034526,1.2994853,0.8781552,0.53457755,0.860075,0.6793784,1.0771896,1.2511617,0.54159606,1.0843846,0.977309,0.96388614,1.2535446,1.3105121,1.2307293,1.137109,0.9388016,1.1869564,1.3661728,0.85780156,1.2590036,0.65546155,1.0079305,0.7759187,0.7748202,1.1920716,1.1106008,1.3444108,1.1904559,0.7497437,1.1259977,0.6546189,0.71655285,0.5010832,0.9446834,0.9141057,1.0378484,1.4025998,1.4038062,1.1053747,1.4216669,0.5795085,0.58653957,0.7804453,0.8978542,1.1598396,0.5270912,0.49678892,1.0031278,1.2414474,0.894265,1.1158038,0.67443556,1.0824007,1.0166068,0.7530538,1.2364762,1.1733867,0.677063,1.3569933,0.9182241,1.1528418,0.9316709,0.85398555,1.0126919,1.4312692,0.33311158,1.2761161,1.1892564,0.5589142,0.5687141,0.90990216,0.6660886,1.1427678,1.4442847,1.3175699,0.83571583,0.6143312,0.9921945,1.2674282,0.5828467,0.73448956,1.2021004,1.1453693,1.1337872,0.5069998,0.4971665,0.9999085
car,0.7228612,1.1850654,0.9920948,1.0934374,1.2035046,1.2992735,1.1007831,0.8268156,0.7777715,1.0943735,0.8384659,0.92871594,0.49361408,0.86506474,0.9014603,1.0771651,1.1927121,1.2210679,0.9976146,1.2374635,1.070467,1.2564808,1.2208433,0.0,1.1302905,0.4754991,0.947336,1.0616328,1.067226,0.6864424,1.0212003,1.1353729,1.1709342,1.1647539,1.2291727,0.8186154,1.2482275,1.1675384,0.7204056,1.1725621,0.86865115,1.0461106,1.200309,0.8079252,1.0790105,1.2158918,1.190669,1.205592,0.8709997,1.0201454,0.8819212,1.275638,0.5773399,0.87828696,1.1247854,1.1034786,1.2240889,0.95699763,0.71459866,1.1352242,1.1364478,0.9131937,0.99454427,0.9217643,1.0670514,1.1833599,1.2412342,1.0543656,0.9941577,0.8571639,1.1249924,0.99060994,1.1084567,0.966579,1.1474692,1.1165943,0.89772034,1.025834,1.1393335,0.35267943,1.0673993,1.1387024,1.0822748,1.2099129,1.2995999,1.1620827,1.1276406,0.9211748,0.96847695,0.8528497,0.9938017,0.98264194,1.1500816,1.1508334,1.1044648,0.96240395,0.9010232,1.1930168,1.1394556,0.9302075,1.2039862,1.2787297,0.9531631,1.0516484,1.0120058,0.83091444,1.045178,1.0587425,0.9588621,1.1473079,0.83182245,1.0728356,0.9453539,1.1220578,0.69497925,0.8927604,0.8616437,1.2280769,0.67911714,1.0974365,1.0855227,1.2292938,1.0503157,1.3247254,0.7123767,0.8558915,0.85197055,1.2203103,1.2417063,0.77101696,0.9179385,1.0755081,1.1623358,1.1184744,0.8927423,0.31745023,1.1451318,1.2433145,0.7148478
carrot,1.0578905,0.559651,1.2798264,0.80482656,0.7803986,0.6228344,1.2436204,1.3575361,1.3788621,0.45409542,1.3335814,1.3590683,1.0856063,1.3519739,1.0572741,1.1774011,0.8268584,0.96895033,1.3000377,0.6219594,0.88432896,1.0307759,0.7813973,1.1302905,0.0,1.1627054,1.3198309,1.1921111,0.9835338,1.3048807,1.1472301,0.8962567,1.0539253,0.9398509,0.76076734,1.3486488,1.0128311,0.35378683,1.4324808,0.7938893,1.1173645,0.9987367,1.0090729,1.312082,1.1611081,1.1996574,0.53663063,0.8854146,1.1926435,0.7048322,1.1399755,0.49752766,1.0257163,0.42316568,0.79169875,0.8118997,0.75448835,0.9880079,1.3829991,0.5364743,1.04016,1.1701362,0.72463965,1.105248,1.2017376,0.9607124,0.9729826,1.1374884,1.2636809,1.2897941,1.3007995,1.220733,0.79796886,1.2424624,1.0637206,0.93590677,1.1014519,0.8041531,1.1787943,1.0550464,0.58204263,0.84228194,0.43398,1.1115978,0.48364657,0.7179895,0.5489632,1.2531607,1.2245151,1.363307,1.1475321,1.282283,0.5241832,0.48852748,0.38513267,1.0897245,1.205111,0.82428443,0.61654496,1.1324807,1.2241337,0.72825587,1.440827,1.1768829,0.8792206,1.3816068,0.9897486,1.2254694,1.1507169,0.719759,1.2994094,1.2780563,1.1272817,1.2273288,1.0416218,1.1416684,1.188294,0.41117114,1.1711792,1.104709,0.64057946,0.5712003,0.89246774,0.37148726,1.389811,1.319187,1.4610727,0.72767603,0.50238156,0.5829876,1.0212976,0.8838885,0.6669365,1.1662899,1.2036169,1.1355736,1.1282654,0.397605,1.2941769
cat,0.9611114,1.3516283,0.81844133,1.3136806,1.4086576,1.3130233,1.2413825,0.7238511,0.7282293,1.0066413,0.68171924,0.82094884,0.7108321,0.84715813,0.9695654,1.2799224,1.3512437,1.3711019,1.222879,1.2282127,0.95962995,1.3671224,1.1052065,0.4754991,1.1627054,0.0,0.896164,1.214163,1.3223672,0.6980683,0.70062613,1.2733293,1.0883207,1.2494758,1.2429028,0.67525864,1.2821277,1.2398161,0.7536433,1.2808414,1.112552,0.9131716,1.228646,0.69673485,1.1080662,0.9461285,0.96329296,1.2888513,0.4703107,1.0733865,0.93039,1.1696119,0.7988944,1.0740237,1.2358906,0.91677654,1.2001808,1.1605927,0.9731135,1.0419054,1.184652,0.507151,1.3643547,0.9045148,1.1950295,1.0147319,1.1929357,0.98279715,0.8707114,0.7142185,1.1530836,0.67041516,1.2654817,1.0085912,1.1543233,0.98038965,1.04903,1.0504754,1.1802839,0.8551783,1.0812762,1.0079572,1.1026927,1.2747667,1.1461947,1.1059587,1.0586153,0.98264724,0.84422827,0.7182125,0.57380545,1.0275023,1.2134384,1.2071803,1.1600081,0.9561834,0.974254,1.2349463,1.3516537,1.027626,1.208075,1.0530753,0.9459375,1.2321732,0.9419667,0.80791306,1.2265209,0.9674523,0.7857219,1.2643502,0.71438503,1.0849319,0.58969384,1.1059765,0.5574902,0.7995789,0.84703755,1.1856244,0.53041476,1.0857123,1.0484957,1.3189864,0.8491236,1.3496082,0.92616713,0.6918509,0.7681153,1.3997538,1.1352243,0.9212581,0.94279987,1.1774906,1.5047569,1.219929,0.8706085,0.5299097,1.1433432,1.162231,0.705559
