,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,cloud,game
bear,0.3558706,0.28657818,0.28193045,0.35645664,0.24016923,0.23947503,0.24343145,0.18479303,0.33576512,0.34438837,0.99999994,0.3885718,0.48894185,0.3161617,0.3359201,0.33169466,0.26251996,0.268523,0.24054994,-0.046108272,-0.051735494,-0.07046097,-0.023405753,0.00038619526,-0.015857246,-0.0801132,0.029614162,0.0024367291,-0.020750916,0.042783875,-0.04730287,-0.09771491,-0.05840727,-0.09105967,-0.08945556,-0.12901731,-0.023130499,-0.08045076,-0.13304779,-0.09526479,-0.17268199,-0.15369622,-0.10705444,-0.09578891,-0.042044125,-0.10202284,-0.07042006,-0.11777924,-0.15484056,-0.17038438,0.04493503,-0.026744042,-0.079411075,0.041166365,0.08197465,0.06345495,-0.0129143,-0.0010146541,0.021839036,-0.038412664,-0.0052717403,-0.065469235,-0.024885993,-0.052095644,-0.05129313,-0.030275881,-0.019000515,-0.049757153,0.003501378,-0.052580312,0.02525407,0.0036260535,-0.059513345,-0.0035571046,0.10184561,-0.027183317,-0.0045713065,-0.11399871,-0.07307151,-0.08141628,0.00023409724,-0.004663878,-0.087140664,-0.06547523,0.028102897,0.025574077,-0.03789924,-0.027989868,0.051409174,0.06119477,-0.084134914,0.04893743,0.020055685,0.0742953,0.0010781204,-0.08143544,-0.033741206,-0.020835461,-0.030337432,-0.027371056,-0.13758841,-0.040698722,0.009919044,-0.049205206,-0.040993016,-0.02802343,-0.09485185,-0.13302015,-0.08306416,-0.07262645,-0.041156005,-0.041378774,-0.036810715,-0.07846734,-0.15369129,-0.13989168,-0.08159545,-0.09345934,-0.09172961,-0.104743436,-0.034916222,-0.11703831,-0.0601805,-0.13119861,-0.14838019,-0.14233936,-0.09912508,-0.14930364,-0.11726962,-0.17280708,-0.23126839,-0.09913647,-0.10848537,-0.099324726,-0.049073473,-0.016346283,-0.07081039,-0.07333731,-0.0822494,-0.07122785,-0.050841246,-0.057206534,-0.12410447,-0.06438228,-0.08195009,-0.08328743,-0.07104274,-0.119189605,-0.13754226,-0.09161998,-0.11288739,0.028176785,0.008281731,-0.05313074,-0.07674423,-0.11313763,-0.066444784,-0.0924326,-0.04477471,-0.04523944,-0.019520551,0.05145988,-0.031280465
deer,0.30057454,0.35112476,0.4391572,0.3456968,0.27420002,0.2774884,0.3591289,0.2287341,0.3047797,0.2565876,0.3885718,1.0,0.3258642,0.4482146,0.42307046,0.27004772,0.34266806,0.19430867,0.24107973,-0.064044826,-0.050693385,-0.023467882,-0.059600778,-0.056972552,0.008366872,0.010395912,-0.051718496,-0.01337471,0.011050685,0.021936566,0.0026680063,-0.051758766,-0.051324174,-0.13710964,-0.13987026,-0.12511548,-0.022881584,-0.026398044,-0.093125746,-0.060212616,-0.10441101,-0.13677861,-0.10808715,-0.058720425,-0.006463049,-0.053815663,-0.08575794,-0.12052341,-0.08410445,-0.122173265,0.14919512,0.035173286,0.012104031,0.021357447,0.1359183,0.015808951,0.092859745,0.015001659,0.15078413,0.017850004,-0.028137334,-0.13408148,-0.0838172,-0.05396992,-0.06603095,-0.10904561,-0.10490814,-0.09215425,-0.05161186,-0.08359529,-0.048019245,-0.057357147,0.027884088,0.07686111,0.14016078,-0.05297797,-0.045595285,-0.013951981,-0.06745087,-0.06823094,-0.070438705,0.027039906,-0.03207537,0.08286857,-0.0029809517,0.07045004,0.023573393,-0.028310074,-0.024562962,0.0063215196,0.004322662,0.16135156,0.06364209,0.053045854,0.05476197,-0.07227636,-0.043362904,-0.12096276,-0.10488003,-0.10752681,-0.15078807,-0.07742926,-0.01539727,-0.039102495,-0.089910336,-0.12518746,-0.06850505,-0.18915863,-0.16175815,-0.083882436,-0.07078613,0.10508032,-0.042540528,-0.040061276,-0.14909521,-0.19013473,-0.12819445,-0.1698688,-0.13282683,-0.13707708,-0.09431481,-0.17413853,-0.0877606,-0.1144056,-0.18296078,-0.10783091,-0.09722471,-0.16712986,-0.1410762,-0.19818777,-0.14129812,-0.121332034,-0.101185486,-0.07446129,-0.027324248,-0.09375816,-0.034612782,-0.11648006,-0.09522136,-0.093381636,0.015554723,-0.070478044,-0.0877569,-0.026266262,-0.048018437,-0.0874034,-0.1668485,-0.17531982,-0.14160313,-0.117851585,-0.12224914,-0.06592834,0.035277136,-0.09539832,-0.07048567,-0.084246695,-0.08731066,-0.10117848,-0.13674068,-0.15426263,-0.06263892,-0.02351733,-0.04637634
elephant,0.38619876,0.16466537,0.18712793,0.28818274,0.20422366,0.2336295,0.1817551,0.11222019,0.3496117,0.33928952,0.48894185,0.3258642,1.0000004,0.5996891,0.5566984,0.37237698,0.2668199,0.19895056,0.15800387,0.016751453,-0.030171951,-0.045464594,-0.05271489,-0.063796826,-0.048173636,-0.052386414,-0.010226028,0.029468315,-0.024352899,0.024830388,-0.015197276,-0.063214384,0.025978329,-0.08651397,-0.05295139,-0.09340395,-0.055580165,-0.12832436,-0.06494929,-0.05836756,-0.13777342,-0.18555388,-0.17413178,-0.19353,0.058776163,0.011537407,-0.10819735,-0.107326105,-0.13497543,-0.11485058,0.06519616,-0.027829986,-0.0076068994,-0.06268962,0.04798355,0.027813103,-0.006924497,-0.05757954,-0.007867301,-0.03533898,-0.03017157,-0.023875855,-0.039696537,-0.029305134,-0.07264761,-0.16944458,-0.07573652,-0.08166434,0.0069803847,-0.0868882,-0.045840528,-0.07402348,-0.069676,-0.04713618,0.029440185,-0.026636306,0.022368535,-0.09968947,-0.061460957,-0.08289735,-0.10358642,-0.15317439,-0.026673678,-0.12467565,-0.0038291786,-0.024084779,-0.10172903,0.044890992,0.038047954,0.038437366,-0.09005679,-0.02992657,0.0023362422,0.011223754,0.0011197013,-0.06973522,-0.052442443,-0.08727696,-0.053977475,0.016228113,-0.07056164,-0.08345953,-0.03457603,-0.04865807,0.0055894316,-0.06580685,-0.07270147,-0.11794959,-0.09185976,-0.00096240954,-0.030743327,-0.012058908,-0.11627798,-0.07213817,-0.09518482,-0.1418626,-0.097237855,-0.12457368,-0.1081149,-0.111330785,-0.073170446,-0.03879614,-0.081762955,-0.18308306,-0.14524712,-0.08491789,-0.0940796,-0.14815466,-0.031936906,-0.12447137,-0.17839828,-0.054798596,-0.055889413,-0.050122432,-0.066324115,0.0011813347,-0.06426686,-0.020864569,-0.046828188,-0.048602544,-0.021333624,-0.06836765,-0.11560102,-0.007168106,0.0039630956,-0.0013717273,-0.09409365,-0.06381303,-0.15472616,0.033797197,-0.044230156,0.122187465,-0.037499905,-0.021066733,0.025298946,-0.012669655,-0.06800125,-0.04274755,-0.12714,-0.11434599,-0.054239962,0.018528076,0.03082142
giraffe,0.49497044,0.19470024,0.22582346,0.3430335,0.19930595,0.16318718,0.24425489,0.16069761,0.19666895,0.33823624,0.3161617,0.4482146,0.5996891,0.99999976,0.72149205,0.3301884,0.30444747,0.114063285,0.14021085,-0.08486687,-0.058144737,-0.0243018,-0.07918882,-0.055970024,0.018397769,0.0042737518,-0.07160082,-0.049775753,-0.039999377,-0.01584225,0.011210703,-0.057577685,-0.053344663,-0.11025305,-0.13189602,-0.14450455,-0.038650453,-0.1227455,-0.12845364,-0.053294547,-0.1015857,-0.19068086,-0.14626625,-0.156012,-0.0034187767,-0.008033018,-0.07869591,-0.13035375,-0.06692343,-0.061722826,0.08991131,-0.083882466,0.0071380697,-0.09197145,0.1135564,0.059366107,0.009158418,0.015994016,0.09403694,0.042267174,-0.016478915,-0.07460632,0.03706002,-0.00861243,0.061424356,-0.15613848,0.020818794,-0.051853452,-0.050014388,-0.11479718,-0.095818,-0.06556672,-0.055034176,0.008673069,0.038665086,0.038412116,0.07836496,-0.04082822,-0.13902976,-0.12173249,-0.08549257,-0.09972982,0.07448328,-0.0011069756,-0.014317559,-0.029089367,-0.10743883,0.07914244,0.017482689,-0.0016218312,-0.05528184,-0.017360315,-0.025738554,-0.003549694,-0.03225085,-0.02871745,-0.008816071,-0.07154642,-0.033629764,0.01789507,-0.10236546,-0.08733356,-0.10036799,-0.041185163,0.027741099,-0.111305505,-0.08267978,-0.14998221,-0.118764766,-0.08679104,-0.022373987,0.037558824,-0.046282373,-0.042549968,-0.12430696,-0.17709798,-0.15338907,-0.1480127,-0.087956026,-0.074099384,0.025642594,-0.08559804,-0.14434452,-0.21493682,-0.17077136,-0.0247836,-0.034076054,-0.1445133,-0.07387641,-0.13451381,-0.11016254,-0.041089453,-0.053953767,-0.05311932,-0.004902551,0.025686348,-0.06577308,-0.045143917,-0.050270855,-0.10230797,-0.053306326,-0.0823991,-0.09713351,-0.049826965,-0.122786984,-0.10696925,-0.14136209,-0.12859967,-0.1041183,-0.06415349,-0.0421542,0.045445155,-0.047241498,-0.04446942,-0.050618052,-0.09096695,-0.14483102,-0.08236274,-0.06521397,-0.11821501,-0.092082165,0.06394638,-0.0080232825
zebra,0.45172447,0.18882212,0.25346017,0.3034178,0.3102926,0.28432655,0.23122054,0.25152484,0.23684137,0.32009295,0.3359201,0.42307046,0.5566984,0.72149205,1.0,0.45425808,0.40579462,0.09646764,0.12670349,-0.08350696,-0.058275484,-0.021585483,-0.04846288,-0.05214024,-0.0030550926,-0.04502369,-0.040842246,-0.04213728,0.011547067,-0.040281773,-0.023635391,-0.045984276,-0.00856932,-0.13285479,-0.12330975,-0.13880223,-0.043272723,-0.12981346,-0.1405488,-0.06520812,-0.094219215,-0.13272491,-0.14872345,-0.13568059,-0.037206866,-0.029456913,-0.062228553,-0.094827995,-0.09631559,-0.06655582,0.12216374,0.032184538,0.016347537,-0.044844367,0.035713837,-0.024226341,-0.068648845,-0.059266675,0.06501086,0.09466635,-0.019235667,-0.029563814,-0.056050397,-0.059255287,-0.060843363,-0.1238042,-0.08952185,-0.13275796,-0.11908452,-0.15961638,-0.11407925,-0.06307473,-0.07179058,0.019872744,0.07282571,0.03844943,-0.07191531,-0.11123873,-0.1253292,-0.11749673,-0.09849754,-0.10158288,0.034677,-0.026201747,0.07737458,0.017312925,-0.09715414,0.05528036,0.034561034,0.01485188,-0.030727739,0.027231304,-0.021341693,0.080019064,0.06372658,-0.07003085,-0.021885749,-0.056089625,-0.007546082,0.069785394,-0.094489984,-0.021157056,-0.07602805,-0.037017766,0.010895397,-0.008981982,-0.09060566,-0.13936965,-0.07826949,-0.064721815,0.02885971,0.0036208443,-0.037459083,-0.07326108,-0.1610243,-0.15256093,-0.11995505,-0.08971159,-0.10913617,-0.090564996,0.017429601,-0.08610266,-0.040412866,-0.15515558,-0.17745383,-0.06997293,-0.033870768,-0.0882957,-0.114283755,-0.14240062,-0.13634291,-0.068383664,-0.121809006,-0.051762767,-0.0051736534,0.024228826,-0.11859027,-0.0520678,-0.03371276,-0.075108916,-0.0776742,-0.06612806,-0.09412718,-0.052364685,-0.122869946,-0.091912284,-0.123501286,-0.11516547,-0.1397173,-0.128716,-0.04994525,0.025775498,-0.06774812,-0.10410329,-0.12747045,-0.16493881,-0.13101815,-0.06715244,-0.07560516,-0.15792105,-0.0928941,0.032295015,-0.019929672
pony,0.19975159,0.15924537,0.15411979,0.19494633,0.15828602,0.18932429,0.10049585,0.37760368,0.40350467,0.14721638,0.33169466,0.27004772,0.37237698,0.3301884,0.45425808,0.99999976,0.78828967,0.3260094,0.28024483,-0.04760877,-0.04289334,0.0073316293,-0.104997754,-0.07752801,-0.049018558,-0.06530091,0.063539416,-0.072876796,-0.053008325,-0.05886963,-0.10656958,-0.12149128,-0.10478744,-0.10407366,-0.07695407,-0.16160914,-0.06770321,-0.12045275,-0.07039267,-0.05091065,-0.13673005,-0.18497342,-0.09641723,-0.11244801,0.0722417,-0.03613907,-0.015323892,-0.07416058,-0.08286636,-0.116524465,0.11601664,0.12281601,0.14188948,0.10335204,0.05371328,0.05309196,0.040328056,-0.006738046,0.082339704,0.11441065,0.01239996,0.040305477,0.008388307,-0.008728787,-0.09091923,-0.011881394,-0.04556195,-0.046873845,-0.023213468,-0.079727225,-0.04854619,-0.06198891,-0.06937232,0.06727093,0.05022539,0.020810155,-0.044589113,-0.07283609,-0.07980102,-0.050168507,-0.08307305,-0.06970285,-0.040712703,-0.04881929,-0.011772532,0.06125272,-0.026760686,-0.027427655,0.0076890793,0.02456097,-0.10448271,0.019950809,0.0026347237,0.043321766,0.08685307,-0.08115463,-0.032815058,-0.10260016,-0.088672206,-0.05557915,-0.19960104,-0.11362697,-0.09338842,-0.031057553,-0.114663914,-0.06330139,-0.06638613,-0.073508084,-0.046872515,-0.08485079,-0.07920703,-0.0023430912,-0.019735761,-0.1133766,-0.16901588,-0.1380439,-0.15181437,-0.1454773,-0.18108134,-0.1039404,-0.07530512,-0.0028656777,-0.085022956,-0.020897277,-0.18263984,-0.06362842,-0.08334386,-0.15587409,-0.12220211,-0.10410207,-0.14376159,-0.08661337,-0.12529166,-0.06756618,-0.038384322,-0.048646152,-0.06779339,-0.049867716,-0.05547248,-0.06921028,-0.04289031,-0.012597983,-0.08873422,-0.032270048,-0.034186166,-0.00042634457,-0.15791187,-0.12128776,-0.061700515,-0.10235751,-0.0539408,0.03941851,0.06943336,-0.09971417,-0.055871576,-0.07991833,-0.08334754,-0.07664123,-0.110787466,-0.14188729,-0.08855067,0.0047904598,-0.016798275
horse,0.1686793,0.15805916,0.18148316,0.14389044,0.20620224,0.20041752,0.1177526,0.30957413,0.31029147,0.12232454,0.26251996,0.34266806,0.2668199,0.30444747,0.40579462,0.78828967,1.0,0.33113974,0.318889,-0.07655242,-0.07607579,-0.02877533,-0.072467215,-0.03320205,0.011783229,0.0086418465,0.0006767533,-0.05915092,-0.022342794,-0.0022818036,-0.06786078,-0.08929702,-0.07716972,-0.0708027,-0.037393555,-0.1237016,-0.050937843,-0.08412294,-0.0534424,-0.0023893388,-0.06732989,-0.15554069,-0.029525856,-0.054988235,0.031270206,-0.018071154,-0.048089225,-0.032735124,-0.027866729,-0.11831637,0.10600486,0.22817868,0.0975098,0.111913726,0.082749635,0.052258506,0.09787745,0.012041894,0.121629,0.02854086,-0.018720662,0.054679558,-0.034520216,-0.03626538,-0.09137298,-0.036574375,-0.11135043,-0.07352924,-0.08115181,-0.10764245,-0.0687074,-0.09181027,-0.033526637,0.063012496,0.07299447,-0.01912632,-0.05789246,-0.039350778,-0.087793715,-0.08911567,-0.033605903,-0.054753765,-0.038883053,-0.047158904,-0.00971271,-0.0018224115,-0.08640762,-0.051655907,-0.012902885,-0.01956477,-0.07759254,0.018646259,-0.033160448,0.04897613,0.07645125,-0.057825945,0.0009893728,-0.0914906,-0.10294801,-0.08223362,-0.17039432,-0.15137999,-0.06894387,-0.029435392,-0.14141467,-0.1130723,-0.043972123,-0.14045614,-0.12180843,-0.102407746,-0.10184778,-0.07694803,-0.07674615,-0.064236134,-0.13413757,-0.11886757,-0.11758073,-0.11758943,-0.14913179,-0.09178124,-0.04678892,-0.08502898,-0.114781424,-0.07508504,-0.14460842,-0.09708746,-0.11090091,-0.16649243,-0.14585285,-0.1129922,-0.10117937,-0.13177322,-0.1760355,-0.07905507,-0.07148385,-0.053691372,0.022265088,-0.058619097,-0.04213825,0.004945401,0.038496725,-0.016687842,-0.028649256,0.018501196,-0.05784121,0.02337415,-0.10311155,-0.18515004,-0.10895655,-0.12998608,-0.06632103,-0.0036147065,0.060104724,-0.05229041,-0.090388194,-0.05329884,-0.02026675,-0.0042993166,-0.046875965,-0.09005198,-0.08401943,-0.008554546,-0.012454844
dog,0.2270042,0.23758878,0.17000636,0.18562332,0.04241187,0.16479318,0.1578497,0.14447807,0.1896523,0.13533373,0.268523,0.19430867,0.19895056,0.114063285,0.09646764,0.3260094,0.33113974,1.0000002,0.51580983,-0.034365647,-0.038817056,-0.051892262,-0.046231676,-0.054589864,-0.02007841,0.05187223,0.058106355,-0.055388875,0.011841871,0.059946083,-0.08124032,-0.05662918,-0.021890217,-0.050212987,-0.04911765,-0.04180475,-0.023923771,0.017832633,-0.0054377913,-0.04097983,-0.09379353,-0.1401966,-0.050279766,-0.054920502,0.002425693,-0.026308233,-0.03551185,-0.0958305,-0.1539783,-0.12284063,0.10189377,0.12237232,0.016034704,0.112218134,0.01070969,0.04889415,0.018723225,-0.021307295,0.016430417,-0.029640842,0.009373106,-0.005971741,-0.0040249475,-0.022804847,-0.15737365,0.0046175476,-0.04886516,-0.016619096,-0.051540293,-0.04785521,-0.031884525,-0.053582776,0.041191224,0.04434698,0.078655094,-0.025017975,0.030384209,-0.04812632,-0.013139493,-0.048351265,-0.024048517,-0.028149597,-0.11780693,-0.085957184,-0.05041242,-0.0557819,-0.09783835,-0.07969063,-0.0393397,-0.053081658,-0.07938645,-0.055427894,-0.053022422,0.06143079,-0.026960045,-0.08525334,-0.009541437,-0.05550028,-0.12265685,-0.051957946,-0.2040996,-0.16363956,-0.0823776,-0.10585819,-0.04240647,-0.10814917,0.03464719,-0.031806797,-0.09356094,-0.10831054,-0.108266845,-0.09232166,-0.029572813,0.02635793,-0.056304693,-0.11256186,-0.13934055,-0.0773194,-0.0911009,-0.09475368,-0.0645236,-0.09894026,-0.08412804,-0.09650525,-0.07045171,-0.05420551,-0.08587052,-0.09625512,-0.085689604,-0.051454037,-0.1015237,-0.06444653,-0.08376237,-0.03029283,0.051930428,0.022155672,-0.036029026,-0.039774414,-0.07970409,-0.052463535,0.066282704,0.034403272,0.07278843,0.010578372,-0.04312884,-0.005196841,-0.06571851,-0.112449974,-0.055874955,-0.11123371,-0.071800016,0.041036624,0.08239028,-0.069909915,-0.059107967,-0.059246954,-0.035873137,-0.07280619,0.008908685,-0.10051066,-0.0010892814,0.024954472,0.088381246
cat,0.22970691,0.18471101,0.231514,0.31831795,0.1789076,0.23246929,0.2295571,0.1794863,0.15529609,0.112689674,0.24054994,0.24107973,0.15800387,0.14021085,0.12670349,0.28024483,0.318889,0.51580983,1.0,-0.046338774,-0.039698396,-0.043200437,-0.021302745,-0.03704539,-0.056938935,0.009182978,0.0019856393,-0.06286242,0.10904782,0.09381435,-0.03988011,-0.054183234,-0.06611174,-0.0763726,-0.061690353,-0.047674395,0.00048483536,-0.0034120232,-0.036095046,-0.042937107,-0.074416146,-0.1527991,-0.012256741,-0.030642373,-0.07648309,-0.11143171,-0.14962745,-0.06870429,-0.05913308,-0.06804109,0.07562106,0.07878838,-0.02110424,0.044556998,0.025396295,0.027800301,0.06574817,0.010118916,-0.06633901,-0.032178216,-0.058711004,-0.09512404,-0.11006601,-0.10852522,-0.06359149,-0.06899456,-0.080111474,-0.044099696,-0.029258601,-0.044874284,-0.005508819,-0.04199416,0.006846468,0.01703393,-0.01771454,-0.13139956,-0.027855689,-0.027378287,0.082626924,-0.049039174,-0.080689184,-0.07076833,-0.022818,-0.048241213,-0.12697217,-0.07288252,-0.08718309,-0.09323387,-0.013213875,-0.06922035,-0.013976888,-0.01950859,-0.047716323,0.06137082,0.013426715,-0.006021685,0.01905506,-0.053670213,-0.13314901,-0.12548043,-0.1113299,-0.07500042,-0.040675666,-0.077144474,-0.0609458,-0.11075983,0.0129733225,-0.037103243,-0.06096038,-0.08624178,-0.15280168,-0.057864457,-0.037615478,0.050440215,-0.017728359,-0.046058305,-0.072024144,-0.046825096,-0.041356068,-0.093127094,-0.020179005,-0.08823359,-0.055331796,-0.104346946,-0.091865584,0.046808288,-0.047632053,-0.08875163,-0.07170905,-0.07447342,-0.06310258,-0.08384088,-0.053778537,-0.07457628,-0.0054080216,-0.0044588856,-0.02949451,-0.07768762,-0.026573272,-0.07089112,0.021572914,0.040705748,0.0027403468,-0.022342645,-0.09140298,-0.00042868115,-0.12813732,-0.12007156,-0.039717928,-0.111257896,-0.005689828,-0.0048800465,0.08018279,-0.0063540167,-0.041412238,-0.0583964,-0.118502945,-0.048569255,-0.019224338,-0.058686323,0.023563113,-0.05944797,0.019493733
toe,-0.045404196,-0.057220157,-0.10160452,-0.0932157,-0.049527008,-0.100346506,-0.00059587136,-0.10499297,0.043130584,-0.031439856,-0.046108272,-0.064044826,0.016751453,-0.08486687,-0.08350696,-0.04760877,-0.07655242,-0.034365647,-0.046338774,0.99999994,0.84059656,0.7080698,0.3564861,0.2945564,0.121244855,0.42962945,0.17560677,0.15227993,0.19992891,0.09101717,0.2641766,0.25746927,0.31532073,0.036064632,0.036577236,-0.030201457,-0.10775398,-0.16467072,-0.023660883,0.034827042,-0.060692012,-0.08245547,-0.04028,-0.033855274,-0.021569345,0.021736398,-0.16530961,-0.07289426,-0.088658616,-0.12094239,-0.014151555,-0.0526344,-0.07908437,0.018060938,-0.08497344,-0.00056711584,-0.03887929,-0.068146616,-0.16022712,-0.01665971,-0.12560931,-0.11460171,-0.07727027,-0.10493678,-0.040009715,-0.031039527,-0.007990997,-0.027542124,0.0061006593,-0.032978833,-0.08959454,-0.082288906,-0.10799229,-0.0539517,-0.039852772,-0.07397686,-0.03311836,-0.11402655,-0.108671814,-0.06855616,0.016382065,0.009932528,-0.060820565,-0.0815061,-0.03535248,-0.08711837,0.0049656183,-0.10666759,-0.048934184,0.011547308,-0.0673171,-0.06108119,-0.010205499,-0.00027125236,-0.15889008,0.08425933,-0.024902476,-0.018480824,-0.0599586,-0.03975967,-0.039839853,-0.13400425,-0.12391536,-0.009576067,0.033429284,0.06692749,0.007605794,-0.026221089,-0.06212228,-0.10869731,-0.011144411,-0.056070134,0.015901152,-0.08200825,-0.08372949,-0.08940728,-0.105854385,-0.17931946,-0.046513297,-0.073219314,-0.11499143,-0.0637788,-0.07938467,-0.11934307,-0.12776916,-0.13747217,-0.10464747,-0.2286107,-0.047466926,-0.05446447,-0.086411834,-0.047739387,0.033450868,-0.02970501,0.023506679,0.03191533,0.04876185,0.07367306,-0.097477354,-0.12975034,-0.0057165334,0.025119115,0.00055964664,0.031019533,0.13012421,0.14850043,0.09426661,0.19871143,0.3009014,0.3770497,0.35360757,0.036267634,-0.008418703,0.19285455,-0.010025434,0.033038106,0.0506404,-0.019960865,0.10947437,-0.091956496,-0.18956897,-0.06768223,0.006669158
foot,-0.07257687,-0.06425642,-0.15047339,-0.1467683,-0.077114075,-0.10893966,0.0006148396,-0.049269944,0.08032875,-0.0044192094,-0.051735494,-0.050693385,-0.030171951,-0.058144737,-0.058275484,-0.04289334,-0.07607579,-0.038817056,-0.039698396,0.84059656,1.0000002,0.8713052,0.41812006,0.40497267,0.29469484,0.5409479,0.13505134,0.13560052,0.18649596,0.16613264,0.3160364,0.28393775,0.27624267,0.018364994,0.0031899922,-0.062661625,-0.05465452,-0.1395399,-0.086170636,-0.042325538,-0.1274491,-0.13060199,-0.04792549,-0.024693519,-0.03609781,-0.07076926,-0.10966168,-0.0967139,-0.08261366,-0.12273391,-0.014526419,-0.08630695,-0.062082406,-0.0066141626,-0.10036994,-0.0427176,-0.046659753,-0.031863075,-0.06997557,0.09882702,-0.044743687,-0.10561026,-0.031129763,-0.058324434,0.035045717,0.037733983,0.015027715,-0.023314849,-0.049250983,-0.05131624,-0.092826925,-0.041223984,-0.107741356,-0.06270729,0.01033655,-0.05828443,-0.049197577,-0.0947043,-0.1020273,-0.045023847,-0.012267436,0.006867678,-0.029735655,-0.017645767,0.003167035,0.016478274,0.084109426,-0.03464667,-0.0143674165,0.014156565,-0.037209116,-0.0141361635,0.0056574643,-0.007079594,-0.053838667,0.038984798,-0.015091562,-0.059837513,-0.06577208,-0.08191605,-0.06353955,-0.08361961,-0.14758922,-0.0682176,-0.01330246,0.059353612,0.03353583,0.0006960882,-0.028465632,-0.0465443,-0.03154417,0.037304826,0.058676183,-0.07915971,-0.14519937,-0.10986608,-0.17687413,-0.19832075,-0.069573335,-0.12620443,-0.114008516,-0.008326984,-0.08688767,-0.15599334,-0.1429982,-0.08929351,-0.011192394,-0.18031955,-0.09055218,-0.13899982,-0.15581432,-0.048247553,0.045121435,-0.10528261,0.061771654,0.00022832584,-0.091690056,-0.04472492,-0.12845796,-0.18841705,-0.058399685,-0.062170915,-0.08148765,0.031831957,0.13604823,0.14268097,0.09940834,0.15741271,0.33632806,0.31756675,0.36939624,-0.067125574,-0.07113371,-0.008372903,-0.14141478,-0.07734981,0.0027611703,-0.0742969,0.049409315,-0.06501903,-0.16950858,0.016193569,-0.032474604
ankle,-0.12150516,-0.075781934,-0.14701565,-0.15135734,-0.10791063,-0.13904606,-0.08847607,-0.07445479,0.050920382,-0.023463037,-0.07046097,-0.023467882,-0.045464594,-0.0243018,-0.021585483,0.0073316293,-0.02877533,-0.051892262,-0.043200437,0.7080698,0.8713052,1.0000001,0.4330762,0.4119718,0.37151355,0.54694164,0.15597564,0.21967506,0.19696271,0.17267984,0.34844962,0.3165983,0.25952345,-0.07004507,-0.07821067,-0.11329177,-0.092798196,-0.15628673,-0.046505846,-0.038599,-0.13528848,-0.103843845,-0.09953229,-0.07037403,-0.05485654,-0.07709906,-0.0857576,-0.077739865,-0.07244132,-0.057995304,-0.055998743,-0.118232764,-0.04819737,-0.06381975,-0.095165886,-0.059930388,-0.06440154,-0.013624039,-0.05974313,0.12603104,-0.019522058,-0.09680922,0.02331236,2.0383857e-05,0.0610153,0.03429648,-0.008543115,-0.03818838,-0.07952376,-0.044597324,-0.07686602,-0.03131649,-0.10511477,-0.023023207,0.015111351,-0.038603127,-0.060707785,-0.13251458,-0.11810724,-0.057122298,-0.07622622,-0.05871576,-0.019807385,-0.015782788,-0.010275643,-0.018873941,0.047481354,-0.03530648,-0.06157591,-0.012167899,-0.05499813,-0.027757617,-0.014121801,-0.0110193975,-0.042032965,0.042352483,0.0095709115,-0.06022107,-0.066954866,-0.121065505,-0.055435047,-0.052337077,-0.12213244,-0.07046094,-0.041630786,0.046108045,0.07463607,-0.00655738,-0.036707427,-0.027809653,0.00350441,0.086695395,0.026872817,-0.0771295,-0.12971938,-0.1117564,-0.18665823,-0.2117178,-0.06819912,-0.12767884,-0.1396398,-0.060722552,-0.124147244,-0.16772406,-0.15385251,-0.079577096,0.005271716,-0.12278029,-0.074666835,-0.07207924,-0.091000564,-0.052452415,0.027882736,-0.04216275,0.10120605,0.029905375,-0.076095976,-0.03977847,-0.087961465,-0.15211318,-0.028209448,-0.004781157,-0.040264092,0.0619837,0.14380454,0.15115191,0.10795969,0.14004509,0.4073935,0.25839677,0.3536779,-0.096768565,-0.08146021,0.028670734,-0.13525793,-0.06956257,0.04535207,-0.04422328,0.048106052,-0.058477893,-0.17039824,0.043533284,-0.030581638
